Year Month,Postal Code,Customer Class,Total Gallons
201203,78744,Irrigation - Commercial,3212700
201203,78745,City of Austin,123000
201203,78745,Commercial,27505600
201203,78745,Irrigation - City of Austin,500
201203,78745,Irrigation - Commercial,2449200
201203,78745,Wholesale,5809100
201203,78746,City of Austin,1211100
201203,78746,Commercial,10506300
201203,78746,Irrigation - City of Austin,344000
201203,78746,Irrigation - Commercial,1584300
201203,78746,Wholesale,58437800
201203,78747,Austin Water Utility,1469600
201203,78747,Commercial,919500
201203,78747,Irrigation - Commercial,442800
201203,78747,Wholesale,4855500
201203,78748,City of Austin,38200
201203,78748,Commercial,11348700
201203,78748,Irrigation - City of Austin,23200
201203,78748,Irrigation - Commercial,2531600
201203,78748,Wholesale,477100
201203,78749,Austin Water Utility,100
201203,78749,City of Austin,41600
201203,78749,Commercial,8957700
201203,78749,Irrigation - City of Austin,33800
201203,78749,Irrigation - Commercial,4457200
201203,78750,Austin Water Utility,13900
201203,78750,City of Austin,117400
201203,78750,Commercial,7666300
201203,78750,Irrigation - City of Austin,69700
201203,78750,Irrigation - Commercial,3037000
201203,78751,City of Austin,51000
201203,78751,Commercial,12613000
201203,78751,Irrigation - City of Austin,561200
201203,78751,Irrigation - Commercial,231000
201203,78752,City of Austin,124900
201203,78752,Commercial,24407600
201203,78752,Irrigation - City of Austin,0
201203,78752,Irrigation - Commercial,1418700
201203,78753,Austin Water Utility,600
201203,78753,City of Austin,485100
201203,78753,Commercial,39600300
201203,78753,Irrigation - City of Austin,308000
201203,78753,Irrigation - Commercial,4816500
201203,78754,Austin Water Utility,86600
201203,78754,City of Austin,274000
201203,78754,Commercial,12917600
201203,78754,Irrigation - City of Austin,0
201203,78754,Irrigation - Commercial,3142500
201203,78754,Large Volume,127174800
201203,78755,Commercial,37000
201203,78756,Austin Water Utility,63200
201203,78756,City of Austin,28600
201203,78756,Commercial,10060200
201203,78756,Irrigation - City of Austin,0
201203,78756,Irrigation - Commercial,279700
201203,78757,City of Austin,107900
201203,78757,Commercial,15168200
201203,78757,Irrigation - City of Austin,66000
201203,78757,Irrigation - Commercial,407500
201203,78758,City of Austin,141500
201203,78758,Commercial,36630100
201203,78758,Irrigation - City of Austin,2699200
201203,78758,Irrigation - Commercial,4163900
201203,78759,Austin Water Utility,0
201203,78759,City of Austin,25600
201203,78759,Commercial,37061600
201203,78759,Irrigation - City of Austin,0
201203,78759,Irrigation - Commercial,5175500
201203,78766,Commercial,5200
201203,78766,Irrigation - Commercial,24000
201204,78613,Commercial,3527100
201204,78613,Irrigation - Commercial,1705800
201204,78617,Austin Water Utility,89000
201204,78617,City of Austin,8887700
201204,78617,Commercial,9706900
201204,78617,Irrigation - City of Austin,0
201204,78617,Irrigation - Commercial,377900
201204,78640,Commercial,122500
201204,78652,Commercial,213500
201204,78653,Commercial,681800
201204,78653,Irrigation - Commercial,184000
201204,78653,Wholesale,0
201204,78660,Commercial,3431500
201204,78660,Irrigation - Commercial,1471500
201204,78660,Wholesale,25008000
