Year Month,Postal Code,Customer Class,Total Gallons
201508,78753,Austin Water Utility,2900
201508,78753,City of Austin,1192900
201508,78753,Commercial,40092700
201508,78753,Irrigation - City of Austin,372800
201508,78753,Irrigation - Commercial,14063500
201508,78754,Austin Water Utility,170900
201508,78754,City of Austin,528900
201508,78754,Commercial,16401700
201508,78754,Irrigation - City of Austin,34300
201508,78754,Irrigation - Commercial,10234500
201508,78754,Large Volume,149689300
201508,78755,Commercial,28400
201508,78756,Austin Water Utility,17000
201508,78756,City of Austin,261700
201508,78756,Commercial,15519200
201508,78756,Irrigation - City of Austin,0
201508,78756,Irrigation - Commercial,1027600
201508,78757,City of Austin,1632700
201508,78757,Commercial,17944600
201508,78757,Irrigation - City of Austin,4100
201508,78757,Irrigation - Commercial,1730600
201508,78758,City of Austin,3016400
201508,78758,Commercial,50837400
201508,78758,Irrigation - City of Austin,3499500
201508,78758,Irrigation - Commercial,17685000
201508,78759,Austin Water Utility,17000
201508,78759,City of Austin,122400
201508,78759,Commercial,47852800
201508,78759,Irrigation - City of Austin,37600
201508,78759,Irrigation - Commercial,21283400
201508,78766,Commercial,5700
201508,78766,Irrigation - Commercial,0
201509,78613,Commercial,4446000
201509,78613,Irrigation - Commercial,2722500
201509,78617,Austin Water Utility,192500
201509,78617,City of Austin,1575800
201509,78617,Commercial,16165200
201509,78617,Irrigation - City of Austin,0
201509,78617,Irrigation - Commercial,2451000
201509,78640,Commercial,132300
201509,78652,Commercial,659300
201509,78652,Irrigation - Commercial,896100
201509,78653,Commercial,1990300
201509,78653,Irrigation - Commercial,944800
201509,78653,Wholesale,0
201509,78660,Commercial,5963700
201509,78660,Irrigation - Commercial,4143400
201509,78660,Wholesale,30794500
201509,78681,City of Austin,8600
201509,78681,Commercial,159200
201509,78681,Irrigation - City of Austin,49000
201509,78681,Irrigation - Commercial,0
201509,78701,Austin Water Utility,257000
201509,78701,City of Austin,15687400
201509,78701,Commercial,92712400
201509,78701,Irrigation - City of Austin,1290600
201509,78701,Irrigation - Commercial,5037000
201509,78701,Large Volume,1449900
201509,78702,Austin Water Utility,49000
201509,78702,City of Austin,2352500
201509,78702,Commercial,28970400
201509,78702,Irrigation - City of Austin,857900
201509,78702,Irrigation - Commercial,2488500
201509,78703,Austin Water Utility,34300
201509,78703,City of Austin,3668600
201509,78703,Commercial,16243200
201509,78703,Irrigation - City of Austin,272400
201509,78703,Irrigation - Commercial,2860800
201509,78704,Austin Water Utility,7400
201509,78704,City of Austin,1767200
201509,78704,Commercial,39222100
201509,78704,Irrigation - City of Austin,1146900
201509,78704,Irrigation - Commercial,8662900
201509,78705,City of Austin,112800
201509,78705,Commercial,33720000
201509,78705,Irrigation - City of Austin,11100
201509,78705,Irrigation - Commercial,4010200
201509,78705,Large Volume,14496000
201509,78710,Commercial,20500
201509,78710,Irrigation - Commercial,0
201509,78712,Commercial,17038700
201509,78712,Irrigation - Commercial,5494600
201509,78712,Irrigation - Large Volume,20550000
201509,78712,Large Volume,4308800
201509,78714,Commercial,687900
201509,78714,Irrigation - Commercial,0
201509,78717,City of Austin,55500
201509,78717,Commercial,7680200
201509,78717,Irrigation - City of Austin,0
201509,78717,Irrigation - Commercial,9962000
201509,78719,Austin Water Utility,631100
201509,78719,City of Austin,4266100
201509,78719,Commercial,5427700
201509,78719,Irrigation - City of Austin,1087700
201509,78719,Irrigation - Commercial,1412300
201509,78719,Wholesale,2080600
201509,78721,Austin Water Utility,9100
201509,78721,City of Austin,1715000
201509,78721,Commercial,6298600
201509,78721,Irrigation - City of Austin,14500
201509,78721,Irrigation - Commercial,1542000
201509,78722,City of Austin,92400
201509,78722,Commercial,5131000
201509,78722,Irrigation - City of Austin,146700
201509,78722,Irrigation - Commercial,1582300
201509,78723,Austin Water Utility,45900
201509,78723,City of Austin,2640300
201509,78723,Commercial,18913700
201509,78723,Irrigation - City of Austin,132200
201509,78723,Irrigation - Commercial,7495100
201509,78724,Austin Water Utility,152700
201509,78724,City of Austin,9576000
201509,78724,Commercial,6377400
201509,78724,Irrigation - City of Austin,0
201509,78724,Irrigation - Commercial,7704500
201509,78725,Austin Water Utility,467200
201509,78725,City of Austin,347100
201509,78725,Commercial,4582100
201509,78725,Irrigation - Commercial,350700
201509,78725,Large Volume,38477700
201509,78725,Wholesale,1252500
201509,78726,Austin Water Utility,0
201509,78726,City of Austin,39000
201509,78726,Commercial,8205000
201509,78726,Irrigation - Commercial,6126800
201509,78727,City of Austin,32600
201509,78727,Commercial,23585600
201509,78727,Irrigation - City of Austin,32500
201509,78727,Irrigation - Commercial,12776900
201509,78728,Commercial,8325500
201509,78728,Irrigation - Commercial,8899300
201509,78728,Wholesale,52197600
201509,78729,City of Austin,9300
201509,78729,Commercial,14380400
201509,78729,Irrigation - City of Austin,0
201509,78729,Irrigation - Commercial,9410800
201509,78729,Wholesale,48254600
201509,78730,Commercial,4465800
201509,78730,Irrigation - Commercial,6475700
201509,78731,Austin Water Utility,0
201509,78731,City of Austin,1310400
201509,78731,Commercial,20180100
201509,78731,Irrigation - City of Austin,14200
201509,78731,Irrigation - Commercial,5716700
201509,78732,Austin Water Utility,0
201509,78732,Commercial,91600
201509,78732,Irrigation - Commercial,0
201509,78735,Austin Water Utility,0
201509,78735,City of Austin,262400
201509,78735,Commercial,12364600
201509,78735,Irrigation - Commercial,8992800
201509,78735,Large Volume,29175000
201509,78735,Wholesale,741200
201509,78736,Commercial,1785100
201509,78736,Irrigation - Commercial,859900
201509,78737,Commercial,315900
201509,78737,Irrigation - Commercial,514200
201509,78737,Wholesale,694800
201509,78739,Austin Water Utility,0
201509,78739,City of Austin,7000
201509,78739,Commercial,1319000
201509,78739,Irrigation - City of Austin,35700
201509,78739,Irrigation - Commercial,4771600
201509,78739,Wholesale,31434100
201509,78741,Austin Water Utility,0
201509,78741,City of Austin,1162600
201509,78741,Commercial,19553700
201509,78741,Irrigation - City of Austin,655900
201509,78741,Irrigation - Commercial,7018100
201509,78741,Large Volume,33753900
201509,78742,Austin Water Utility,0
201509,78742,Commercial,626400
201509,78742,Irrigation - Commercial,126900
201509,78744,Austin Water Utility,606300
201509,78744,City of Austin,624200
201509,78744,Commercial,34903300
201509,78744,Irrigation - City of Austin,3000200
201509,78744,Irrigation - Commercial,13657000
201509,78745,City of Austin,1685600
201509,78745,Commercial,33845300
201509,78745,Irrigation - City of Austin,217200
201509,78745,Irrigation - Commercial,9360900
201509,78745,Wholesale,13693500
201509,78746,Austin Water Utility,677700
201509,78746,City of Austin,1252200
201509,78746,Commercial,17887700
201509,78746,Irrigation - City of Austin,70000
201509,78746,Irrigation - Commercial,8055200
201509,78746,Wholesale,147678400
201509,78747,Austin Water Utility,0
201509,78747,Commercial,1750400
201509,78747,Irrigation - Commercial,1456700
201509,78747,Wholesale,6244400
201509,78748,City of Austin,75700
201509,78748,Commercial,16025300
201509,78748,Irrigation - City of Austin,8300
201509,78748,Irrigation - Commercial,8523200
201509,78748,Wholesale,541600
201509,78749,Austin Water Utility,100
201509,78749,City of Austin,167200
201509,78749,Commercial,12241500
201509,78749,Irrigation - City of Austin,4900
201509,78749,Irrigation - Commercial,13871500
201509,78750,Austin Water Utility,1151600
201509,78750,City of Austin,214500
201509,78750,Commercial,10148600
201509,78750,Irrigation - City of Austin,4100
201509,78750,Irrigation - Commercial,8517800
201509,78751,City of Austin,1564800
201509,78751,Commercial,17193800
201509,78751,Irrigation - City of Austin,6200
201509,78751,Irrigation - Commercial,533000
201509,78752,Austin Water Utility,33900
201509,78752,City of Austin,53300
201509,78752,Commercial,29346700
201509,78752,Irrigation - City of Austin,0
201509,78752,Irrigation - Commercial,4213300
201509,78753,Austin Water Utility,1000
201509,78753,City of Austin,889900
201509,78753,Commercial,42944300
201509,78753,Irrigation - City of Austin,530700
201509,78753,Irrigation - Commercial,17953500
201509,78754,Austin Water Utility,211900
201509,78754,City of Austin,508000
201509,78754,Commercial,16489300
201509,78754,Irrigation - City of Austin,40600
201509,78754,Irrigation - Commercial,12267100
201509,78754,Large Volume,156647100
201509,78755,Commercial,29500
201509,78756,Austin Water Utility,47700
201509,78756,City of Austin,146600
201509,78756,Commercial,16082600
201509,78756,Irrigation - City of Austin,0
201509,78756,Irrigation - Commercial,1240800
201509,78757,City of Austin,1923500
201509,78757,Commercial,18949000
201509,78757,Irrigation - City of Austin,30900
201509,78757,Irrigation - Commercial,1537500
201509,78758,City of Austin,2537400
201509,78758,Commercial,52872400
201509,78758,Irrigation - City of Austin,2925600
201509,78758,Irrigation - Commercial,21988500
201509,78759,Austin Water Utility,21100
201509,78759,City of Austin,77100
201509,78759,Commercial,48182400
201509,78759,Irrigation - City of Austin,62300
201509,78759,Irrigation - Commercial,21360500
201509,78766,Commercial,5200
201509,78766,Irrigation - Commercial,0
201510,78613,Commercial,4750400
201510,78613,Irrigation - Commercial,2614800
201510,78617,Austin Water Utility,211900
201510,78617,City of Austin,764600
201510,78617,Commercial,16251700
201510,78617,Irrigation - City of Austin,0
201510,78617,Irrigation - Commercial,1549100
201510,78640,Commercial,321600
201510,78652,Commercial,508000
201510,78652,Irrigation - Commercial,831700
201510,78653,Commercial,1628900
201510,78653,Irrigation - Commercial,955500
201510,78653,Wholesale,0
201510,78660,Commercial,5398000
201510,78660,Irrigation - Commercial,3280300
201510,78660,Wholesale,28233700
201510,78681,City of Austin,5500
201510,78681,Commercial,231900
201510,78681,Irrigation - City of Austin,87000
201510,78681,Irrigation - Commercial,869200
201510,78701,Austin Water Utility,203000
201510,78701,City of Austin,13327100
201510,78701,Commercial,89202500
201510,78701,Irrigation - City of Austin,992200
201510,78701,Irrigation - Commercial,3997500
201510,78701,Large Volume,854900
201510,78702,Austin Water Utility,35000
201510,78702,City of Austin,1150300
201510,78702,Commercial,27428800
201510,78702,Irrigation - City of Austin,1672000
201510,78702,Irrigation - Commercial,2222900
201510,78703,Austin Water Utility,68600
201510,78703,City of Austin,2101000
201510,78703,Commercial,18248700
201510,78703,Irrigation - City of Austin,464700
201510,78703,Irrigation - Commercial,2828000
201510,78704,Austin Water Utility,7800
201510,78704,City of Austin,1820400
201510,78704,Commercial,39997700
201510,78704,Irrigation - City of Austin,543700
201510,78704,Irrigation - Commercial,6351100
201510,78705,City of Austin,107700
201510,78705,Commercial,33871000
201510,78705,Irrigation - City of Austin,5200
201510,78705,Irrigation - Commercial,3654300
201510,78705,Large Volume,15013000
201510,78710,Commercial,22600
201510,78710,Irrigation - Commercial,0
201510,78712,Commercial,16818100
201510,78712,Irrigation - Commercial,4643600
201510,78712,Irrigation - Large Volume,23222000
201510,78712,Large Volume,5580700
201510,78714,Commercial,511100
201510,78714,Irrigation - Commercial,0
201510,78717,City of Austin,55700
201510,78717,Commercial,7463700
201510,78717,Irrigation - City of Austin,0
201510,78717,Irrigation - Commercial,7805300
201510,78719,Austin Water Utility,574000
201510,78719,City of Austin,4145500
201510,78719,Commercial,5378800
201510,78719,Irrigation - City of Austin,513300
201510,78719,Irrigation - Commercial,963400
201510,78719,Wholesale,2192800
201510,78721,Austin Water Utility,6900
201510,78721,City of Austin,173000
201510,78721,Commercial,6332100
201510,78721,Irrigation - City of Austin,27400
201510,78721,Irrigation - Commercial,1217200
201510,78722,City of Austin,74900
201510,78722,Commercial,4903700
201510,78722,Irrigation - City of Austin,7400
201510,78722,Irrigation - Commercial,1454000
201510,78723,Austin Water Utility,42900
201510,78723,City of Austin,3403700
201510,78723,Commercial,18212300
201510,78723,Irrigation - City of Austin,149300
201510,78723,Irrigation - Commercial,6809900
201510,78724,Austin Water Utility,180700
201510,78724,City of Austin,8506200
201510,78724,Commercial,8032700
201510,78724,Irrigation - City of Austin,0
201510,78724,Irrigation - Commercial,6131400
201510,78725,Austin Water Utility,514500
201510,78725,City of Austin,326800
201510,78725,Commercial,3471000
201510,78725,Irrigation - Commercial,410000
201510,78725,Large Volume,34602300
201510,78725,Wholesale,958700
201510,78726,Austin Water Utility,0
201510,78726,City of Austin,45000
201510,78726,Commercial,8175300
201510,78726,Irrigation - Commercial,5714700
201510,78727,City of Austin,28700
201510,78727,Commercial,22126400
201510,78727,Irrigation - City of Austin,25900
201510,78727,Irrigation - Commercial,11511800
201510,78728,Commercial,8758200
201510,78728,Irrigation - Commercial,7444400
201510,78728,Wholesale,51235400
201510,78729,City of Austin,8400
201510,78729,Commercial,13410700
201510,78729,Irrigation - City of Austin,0
201510,78729,Irrigation - Commercial,6937500
201510,78729,Wholesale,43802000
201510,78730,Commercial,4494600
201510,78730,Irrigation - Commercial,5881000
201510,78731,Austin Water Utility,0
201510,78731,City of Austin,533200
201510,78731,Commercial,17591700
201510,78731,Irrigation - City of Austin,13300
201510,78731,Irrigation - Commercial,4935400
201510,78732,Austin Water Utility,0
201510,78732,Commercial,87300
201510,78732,Irrigation - Commercial,0
201510,78735,Austin Water Utility,0
201510,78735,City of Austin,271000
201510,78735,Commercial,10749100
201510,78735,Irrigation - Commercial,6694000
201510,78735,Large Volume,27102000
201510,78735,Wholesale,759300
201510,78736,Commercial,1472100
201510,78736,Irrigation - Commercial,673800
201510,78737,Commercial,384900
201510,78737,Irrigation - Commercial,200400
201510,78737,Wholesale,632100
201510,78739,Austin Water Utility,0
201510,78739,City of Austin,8000
201510,78739,Commercial,1187400
201510,78739,Irrigation - City of Austin,13000
201510,78739,Irrigation - Commercial,5195000
201510,78739,Wholesale,25132700
201510,78741,Austin Water Utility,0
201510,78741,City of Austin,863600
201510,78741,Commercial,18071500
201510,78741,Irrigation - City of Austin,380900
201510,78741,Irrigation - Commercial,5989000
201510,78741,Large Volume,34239100
201510,78742,Austin Water Utility,0
201510,78742,Commercial,702300
201510,78742,Irrigation - Commercial,110800
201510,78744,Austin Water Utility,595700
201510,78744,City of Austin,560300
201510,78744,Commercial,37558900
201510,78744,Irrigation - City of Austin,2368900
201510,78744,Irrigation - Commercial,13179000
201510,78745,City of Austin,1120500
201510,78745,Commercial,32990600
201510,78745,Irrigation - City of Austin,266800
201510,78745,Irrigation - Commercial,8864100
201510,78745,Wholesale,12301200
201510,78746,Austin Water Utility,524800
201510,78746,City of Austin,925600
201510,78746,Commercial,16466800
201510,78746,Irrigation - City of Austin,402300
201510,78746,Irrigation - Commercial,7126100
201510,78746,Wholesale,129818300
201510,78747,Austin Water Utility,0
201510,78747,Commercial,1738600
201510,78747,Irrigation - Commercial,1625600
201510,78747,Wholesale,5264400
201510,78748,City of Austin,36500
201510,78748,Commercial,13784900
201510,78748,Irrigation - City of Austin,43200
201510,78748,Irrigation - Commercial,8790500
201510,78748,Wholesale,545300
201510,78749,Austin Water Utility,0
201510,78749,City of Austin,147900
201510,78749,Commercial,11620500
201510,78749,Irrigation - City of Austin,4300
201510,78749,Irrigation - Commercial,10520800
201510,78750,Austin Water Utility,1052900
201510,78750,City of Austin,327500
201510,78750,Commercial,9981100
201510,78750,Irrigation - City of Austin,37300
201510,78750,Irrigation - Commercial,7138200
201510,78751,City of Austin,54800
201510,78751,Commercial,16076400
201510,78751,Irrigation - City of Austin,4900
201510,78751,Irrigation - Commercial,646000
201510,78752,Austin Water Utility,100
201510,78752,City of Austin,49100
201510,78752,Commercial,25950900
201510,78752,Irrigation - City of Austin,0
201510,78752,Irrigation - Commercial,3820700
201510,78753,Austin Water Utility,29200
201510,78753,City of Austin,463200
201510,78753,Commercial,42920600
201510,78753,Irrigation - City of Austin,410000
201510,78753,Irrigation - Commercial,16058400
201510,78754,Austin Water Utility,99400
201510,78754,City of Austin,406100
201510,78754,Commercial,15497300
201510,78754,Irrigation - City of Austin,37300
201510,78754,Irrigation - Commercial,10408000
201510,78754,Large Volume,179425900
201510,78755,Commercial,30000
201510,78756,Austin Water Utility,38500
201510,78756,City of Austin,34100
201510,78756,Commercial,14446000
201510,78756,Irrigation - City of Austin,0
201510,78756,Irrigation - Commercial,1041500
201510,78757,City of Austin,1550600
201510,78757,Commercial,19248500
201510,78757,Irrigation - City of Austin,177000
201510,78757,Irrigation - Commercial,1656100
201510,78758,City of Austin,2023700
201510,78758,Commercial,50303900
201510,78758,Irrigation - City of Austin,2362500
201510,78758,Irrigation - Commercial,16914800
201510,78759,Austin Water Utility,45200
201510,78759,City of Austin,27300
201510,78759,Commercial,44459100
201510,78759,Irrigation - City of Austin,48900
201510,78759,Irrigation - Commercial,14642800
201510,78766,Commercial,5800
201510,78766,Irrigation - Commercial,0
201511,78613,Commercial,3664200
201511,78613,Irrigation - Commercial,2125400
201511,78617,Austin Water Utility,68000
201511,78617,City of Austin,236000
201511,78617,Commercial,14329000
201511,78617,Irrigation - City of Austin,0
201511,78617,Irrigation - Commercial,2281600
201511,78640,Commercial,71700
201511,78652,Commercial,442300
201511,78652,Irrigation - Commercial,637100
201511,78653,Commercial,1742100
201511,78653,Irrigation - Commercial,53700
201511,78653,Wholesale,0
201511,78660,Commercial,4064800
201511,78660,Irrigation - Commercial,2302900
201511,78660,Wholesale,28295300
201511,78681,City of Austin,2500
201511,78681,Commercial,256900
201511,78681,Irrigation - City of Austin,17000
201511,78681,Irrigation - Commercial,210700
201511,78701,Austin Water Utility,159000
201511,78701,City of Austin,9320000
201511,78701,Commercial,73948100
201511,78701,Irrigation - City of Austin,1031100
201511,78701,Irrigation - Commercial,3726200
201511,78701,Large Volume,1350100
201511,78702,Austin Water Utility,20000
201511,78702,City of Austin,1532400
201511,78702,Commercial,22892400
201511,78702,Irrigation - City of Austin,922000
201511,78702,Irrigation - Commercial,2288900
201511,78703,Austin Water Utility,70300
201511,78703,City of Austin,1949100
201511,78703,Commercial,15107700
201511,78703,Irrigation - City of Austin,115200
201511,78703,Irrigation - Commercial,2409900
201511,78704,Austin Water Utility,5400
201511,78704,City of Austin,1220600
201511,78704,Commercial,34849800
201511,78704,Irrigation - City of Austin,774700
201511,78704,Irrigation - Commercial,4399400
201511,78705,City of Austin,55100
201511,78705,Commercial,29777400
201511,78705,Irrigation - City of Austin,7100
201511,78705,Irrigation - Commercial,2419200
201511,78705,Large Volume,14030000
201511,78710,Commercial,22400
201511,78710,Irrigation - Commercial,0
201511,78712,Commercial,11828300
201511,78712,Irrigation - Commercial,2326600
201511,78712,Irrigation - Large Volume,16700000
201511,78712,Large Volume,4879100
201511,78714,Commercial,322300
201511,78714,Irrigation - Commercial,0
201511,78717,City of Austin,61600
201511,78717,Commercial,5219800
201511,78717,Irrigation - City of Austin,0
201511,78717,Irrigation - Commercial,5990900
201511,78719,Austin Water Utility,636000
201511,78719,City of Austin,2986200
201511,78719,Commercial,4605700
201511,78719,Irrigation - City of Austin,72300
201511,78719,Irrigation - Commercial,577300
201511,78719,Wholesale,1836100
201511,78721,Austin Water Utility,11600
201511,78721,City of Austin,115500
201511,78721,Commercial,5010600
201511,78721,Irrigation - City of Austin,39200
201511,78721,Irrigation - Commercial,935900
201511,78722,City of Austin,40000
201511,78722,Commercial,4620200
201511,78722,Irrigation - City of Austin,9000
201511,78722,Irrigation - Commercial,1021300
201511,78723,Austin Water Utility,41200
201511,78723,City of Austin,3118900
201511,78723,Commercial,16294800
201511,78723,Irrigation - City of Austin,13500
201511,78723,Irrigation - Commercial,5190000
201511,78724,Austin Water Utility,110800
201511,78724,City of Austin,6656900
201511,78724,Commercial,6181000
201511,78724,Irrigation - City of Austin,0
201511,78724,Irrigation - Commercial,3655200
201511,78725,Austin Water Utility,86500
201511,78725,City of Austin,306500
201511,78725,Commercial,3748400
201511,78725,Irrigation - Commercial,230800
201511,78725,Large Volume,32752700
201511,78725,Wholesale,1156100
201511,78726,Austin Water Utility,0
201511,78726,City of Austin,11000
201511,78726,Commercial,6921900
201511,78726,Irrigation - Commercial,3182500
201511,78727,City of Austin,18800
201511,78727,Commercial,17204200
201511,78727,Irrigation - City of Austin,9200
201511,78727,Irrigation - Commercial,5361700
201511,78728,Commercial,9810800
201511,78728,Irrigation - Commercial,3274400
201511,78728,Wholesale,48431800
201511,78729,City of Austin,7700
201511,78729,Commercial,11565400
201511,78729,Irrigation - City of Austin,0
201511,78729,Irrigation - Commercial,5051300
201511,78729,Wholesale,41785300
201511,78730,Commercial,3468200
201511,78730,Irrigation - Commercial,3857700
201511,78731,Austin Water Utility,0
201511,78731,City of Austin,390200
201511,78731,Commercial,14178000
201511,78731,Irrigation - City of Austin,8700
201511,78731,Irrigation - Commercial,3935000
201511,78732,Austin Water Utility,0
201511,78732,Commercial,81800
201511,78732,Irrigation - Commercial,0
201511,78735,Austin Water Utility,0
201511,78735,City of Austin,237000
201511,78735,Commercial,9107400
201511,78735,Irrigation - Commercial,4496100
201511,78735,Large Volume,22254500
201511,78735,Wholesale,559700
201511,78736,Commercial,1233500
201511,78736,Irrigation - Commercial,419100
201511,78737,Commercial,272500
201511,78737,Irrigation - Commercial,193900
201511,78737,Wholesale,523600
201511,78739,Austin Water Utility,0
201511,78739,City of Austin,10000
201511,78739,Commercial,1017200
201511,78739,Irrigation - City of Austin,200
201511,78739,Irrigation - Commercial,3344100
201511,78739,Wholesale,22289700
201511,78741,Austin Water Utility,0
201511,78741,City of Austin,439800
201511,78741,Commercial,16418400
201511,78741,Irrigation - City of Austin,462400
201511,78741,Irrigation - Commercial,4090200
201511,78741,Large Volume,29216000
201511,78742,Austin Water Utility,0
201511,78742,Commercial,584500
201511,78742,Irrigation - Commercial,80000
201511,78744,Austin Water Utility,405000
201511,78744,City of Austin,426800
201511,78744,Commercial,31284100
201511,78744,Irrigation - City of Austin,1097200
201511,78744,Irrigation - Commercial,11090100
201511,78745,City of Austin,342200
201511,78745,Commercial,29421300
201511,78745,Irrigation - City of Austin,57700
201511,78745,Irrigation - Commercial,8518800
201511,78745,Wholesale,9617100
201511,78746,Austin Water Utility,743500
201511,78746,City of Austin,471000
201511,78746,Commercial,12782500
201511,78746,Irrigation - City of Austin,298400
201511,78746,Irrigation - Commercial,4963500
201511,78746,Wholesale,87880400
201511,78747,Austin Water Utility,0
201511,78747,Commercial,1501700
201511,78747,Irrigation - Commercial,1317300
201511,78747,Wholesale,6028900
201511,78748,City of Austin,33300
201511,78748,Commercial,11514600
201511,78748,Irrigation - City of Austin,31200
201511,78748,Irrigation - Commercial,5783800
201511,78748,Wholesale,652000
201511,78749,Austin Water Utility,200
201511,78749,City of Austin,43400
201511,78749,Commercial,10030900
201511,78749,Irrigation - City of Austin,301600
201511,78749,Irrigation - Commercial,9493900
201511,78750,Austin Water Utility,844000
201511,78750,City of Austin,263900
201511,78750,Commercial,7948800
201511,78750,Irrigation - City of Austin,63500
201511,78750,Irrigation - Commercial,3101100
201511,78751,City of Austin,53600
201511,78751,Commercial,13305200
201511,78751,Irrigation - City of Austin,1900
201511,78751,Irrigation - Commercial,454400
201511,78752,Austin Water Utility,0
201511,78752,City of Austin,50200
201511,78752,Commercial,22227400
201511,78752,Irrigation - City of Austin,0
201511,78752,Irrigation - Commercial,2587600
201511,78753,Austin Water Utility,400
201511,78753,City of Austin,520500
201511,78753,Commercial,33136200
201511,78753,Irrigation - City of Austin,351300
201511,78753,Irrigation - Commercial,9321100
201511,78754,Austin Water Utility,4900
201511,78754,City of Austin,289300
201511,78754,Commercial,12776300
201511,78754,Irrigation - City of Austin,87300
201511,78754,Irrigation - Commercial,6714300
201511,78754,Large Volume,156533700
201511,78755,Commercial,27900
201511,78756,Austin Water Utility,20400
201511,78756,City of Austin,20900
201511,78756,Commercial,11483700
201511,78756,Irrigation - City of Austin,0
201511,78756,Irrigation - Commercial,805100
201511,78757,City of Austin,244200
201511,78757,Commercial,15181000
201511,78757,Irrigation - City of Austin,49500
201511,78757,Irrigation - Commercial,1089000
201511,78758,City of Austin,1397000
201511,78758,Commercial,42868100
201511,78758,Irrigation - City of Austin,1511100
201511,78758,Irrigation - Commercial,8853900
201511,78759,Austin Water Utility,51800
201511,78759,City of Austin,73500
201511,78759,Commercial,35923700
201511,78759,Irrigation - City of Austin,46000
201511,78759,Irrigation - Commercial,11835400
201511,78766,Commercial,5300
201511,78766,Irrigation - Commercial,0
201512,78613,Commercial,4158900
201512,78613,Irrigation - Commercial,2123300
201512,78617,Austin Water Utility,147200
201512,78617,City of Austin,370400
201512,78617,Commercial,13713200
201512,78617,Irrigation - City of Austin,0
201512,78617,Irrigation - Commercial,1473100
201512,78640,Commercial,0
201512,78652,Commercial,282300
201512,78652,Irrigation - Commercial,764700
201512,78653,Commercial,285900
201512,78653,Irrigation - Commercial,76000
201512,78653,Wholesale,0
201512,78660,Commercial,4413400
201512,78660,Irrigation - Commercial,1905600
201512,78660,Wholesale,20763400
201512,78681,City of Austin,3400
201512,78681,Commercial,151200
201512,78681,Irrigation - City of Austin,128000
201512,78681,Irrigation - Commercial,528900
201512,78701,Austin Water Utility,137000
201512,78701,City of Austin,6119900
201512,78701,Commercial,60638500
201512,78701,Irrigation - City of Austin,834100
201512,78701,Irrigation - Commercial,1606300
201512,78701,Large Volume,973000
201512,78702,Austin Water Utility,90000
201512,78702,City of Austin,2102900
201512,78702,Commercial,22291000
201512,78702,Irrigation - City of Austin,551700
201512,78702,Irrigation - Commercial,1431600
201512,78703,Austin Water Utility,33700
201512,78703,City of Austin,1008100
201512,78703,Commercial,12424400
201512,78703,Irrigation - City of Austin,175600
201512,78703,Irrigation - Commercial,1920700
201512,78704,Austin Water Utility,8900
201512,78704,City of Austin,1590200
201512,78704,Commercial,32523500
201512,78704,Irrigation - City of Austin,939400
201512,78704,Irrigation - Commercial,3148700
201512,78705,City of Austin,64500
201512,78705,Commercial,25341700
201512,78705,Irrigation - City of Austin,4700
201512,78705,Irrigation - Commercial,1002500
201512,78705,Large Volume,10902000
201512,78710,Commercial,23800
201512,78710,Irrigation - Commercial,0
201512,78712,Commercial,9325000
201512,78712,Irrigation - Commercial,246800
201512,78712,Irrigation - Large Volume,9610000
201512,78712,Large Volume,4655300
201512,78714,Commercial,248400
201512,78714,Irrigation - Commercial,0
201512,78717,City of Austin,75200
201512,78717,Commercial,4924900
201512,78717,Irrigation - City of Austin,0
201512,78717,Irrigation - Commercial,4003000
201512,78719,Austin Water Utility,16100
201512,78719,City of Austin,3747500
201512,78719,Commercial,4225400
201512,78719,Irrigation - City of Austin,1400
201512,78719,Irrigation - Commercial,129300
201512,78719,Wholesale,1506100
201512,78721,Austin Water Utility,3700
201512,78721,City of Austin,101000
201512,78721,Commercial,5161900
201512,78721,Irrigation - City of Austin,54400
201512,78721,Irrigation - Commercial,301200
201512,78722,City of Austin,43000
201512,78722,Commercial,4942300
201512,78722,Irrigation - City of Austin,12900
201512,78722,Irrigation - Commercial,553300
201512,78723,Austin Water Utility,7100
201512,78723,City of Austin,1953900
201512,78723,Commercial,14132600
201512,78723,Irrigation - City of Austin,0
201512,78723,Irrigation - Commercial,4103100
201512,78724,Austin Water Utility,1291000
201512,78724,City of Austin,6303900
201512,78724,Commercial,4247100
201512,78724,Irrigation - City of Austin,0
201512,78724,Irrigation - Commercial,2318000
201512,78725,Austin Water Utility,1157900
201512,78725,City of Austin,342100
201512,78725,Commercial,3761400
201512,78725,Irrigation - Commercial,148900
201512,78725,Large Volume,38566900
201512,78725,Wholesale,687000
201512,78726,Austin Water Utility,0
201512,78726,City of Austin,10000
201512,78726,Commercial,5577200
201512,78726,Irrigation - Commercial,2531700
201512,78727,City of Austin,21000
201512,78727,Commercial,17590800
201512,78727,Irrigation - City of Austin,47600
201512,78727,Irrigation - Commercial,3238900
201512,78728,Commercial,11492100
201512,78728,Irrigation - Commercial,2020600
201512,78728,Wholesale,33903300
201512,78729,City of Austin,9800
201512,78729,Commercial,11750100
201512,78729,Irrigation - City of Austin,0
201512,78729,Irrigation - Commercial,3407800
201512,78729,Wholesale,25024900
201512,78730,Commercial,2871200
201512,78730,Irrigation - Commercial,2489100
201512,78731,Austin Water Utility,0
201512,78731,City of Austin,426700
201512,78731,Commercial,13101000
